2013-03-04 15:56:00.487 INFO in 'file_copier' at 	line 43: Path list from txt: ['/home/russel/DEV/py/catdv_file_copier/filename.original.mov', '/home/russel/DEV/py/catdv_file_copier/filename1.original.mov', '/home/russel/DEV/py/catdv_file_copier/filename2.original.mov']
2013-03-04 15:56:36.127 INFO in 'file_copier' at 	line 24: 


     **************************************************
2013-03-04 15:56:36.127 INFO in 'file_copier' at 	line 26: 2013-03-04 15:56:36.127926
2013-03-04 15:56:36.128 INFO in 'file_copier' at 	line 28: ---Start log---
2013-03-04 15:56:36.128 INFO in 'file_copier' at 	line 72: There are one argument received.
2013-03-04 15:56:36.128 INFO in 'file_copier' at 	line 74: And it is txt object.
2013-03-04 15:56:36.128 INFO in 'file_copier' at 	line 43: Path list from txt: ['/home/russel/DEV/py/catdv_file_copier/filename.original.mov', '/home/russel/DEV/py/catdv_file_copier/filename1.original.mov', '/home/russel/DEV/py/catdv_file_copier/filename2.original.mov']
2013-03-04 15:56:36.128 INFO in 'file_copier' at 	line 60: The new path_list: /home/russel/DEV/py/catdv_file_copier/filename.mov 
2013-03-04 15:56:36.128 INFO in 'file_copier' at 	line 60: The new path_list: /home/russel/DEV/py/catdv_file_copier/filename1.mov 
2013-03-04 15:56:36.128 INFO in 'file_copier' at 	line 60: The new path_list: /home/russel/DEV/py/catdv_file_copier/filename2.mov 
2013-03-04 15:56:36.128 INFO in 'file_copier' at 	line 88: ---End log at 2013-03-04 15:56:36.128563---

2013-03-04 15:56:36.128 INFO in 'file_copier' at 	line 89: 
     **************************************************
2013-03-04 15:58:35.503 INFO in 'file_copier' at 	line 24: 


     **************************************************
2013-03-04 15:58:35.504 INFO in 'file_copier' at 	line 26: 2013-03-04 15:58:35.504204
2013-03-04 15:58:35.504 INFO in 'file_copier' at 	line 28: ---Start log---
2013-03-04 15:58:35.504 INFO in 'file_copier' at 	line 73: There are one argument received.
2013-03-04 15:58:35.504 INFO in 'file_copier' at 	line 75: And it is txt object.
2013-03-04 15:58:35.504 INFO in 'file_copier' at 	line 43: Path list from txt: ['/home/russel/DEV/py/catdv_file_copier/filename.original.mov', '/home/russel/DEV/py/catdv_file_copier/filename1.original.mov', '/home/russel/DEV/py/catdv_file_copier/filename2.original.mov']
2013-03-04 15:58:35.504 INFO in 'file_copier' at 	line 60: The new filename created: /home/russel/DEV/py/catdv_file_copier/filename.mov 
2013-03-04 15:59:28.152 INFO in 'file_copier' at 	line 24: 


     **************************************************
2013-03-04 15:59:28.152 INFO in 'file_copier' at 	line 26: 2013-03-04 15:59:28.152721
2013-03-04 15:59:28.152 INFO in 'file_copier' at 	line 28: ---Start log---
2013-03-04 15:59:28.152 INFO in 'file_copier' at 	line 73: There are one argument received.
2013-03-04 15:59:28.152 INFO in 'file_copier' at 	line 75: And it is txt object.
2013-03-04 15:59:28.153 INFO in 'file_copier' at 	line 43: Path list from txt: ['/home/russel/DEV/py/catdv_file_copier/input/filename.original.mov', '/home/russel/DEV/py/catdv_file_copier/input/filename1.original.mov', '/home/russel/DEV/py/catdv_file_copier/input/filename2.original.mov']
2013-03-04 15:59:28.153 INFO in 'file_copier' at 	line 60: The new filename created: /home/russel/DEV/py/catdv_file_copier/input/filename.mov 
2013-03-04 15:59:28.153 INFO in 'file_copier' at 	line 60: The new filename created: /home/russel/DEV/py/catdv_file_copier/input/filename1.mov 
2013-03-04 15:59:28.153 INFO in 'file_copier' at 	line 60: The new filename created: /home/russel/DEV/py/catdv_file_copier/input/filename2.mov 
2013-03-04 15:59:28.153 INFO in 'file_copier' at 	line 89: ---End log at 2013-03-04 15:59:28.153634---

2013-03-04 15:59:28.153 INFO in 'file_copier' at 	line 90: 
     **************************************************
2013-03-04 16:00:23.727 INFO in 'file_copier' at 	line 24: 


     **************************************************
2013-03-04 16:00:23.727 INFO in 'file_copier' at 	line 26: 2013-03-04 16:00:23.727711
2013-03-04 16:00:23.727 INFO in 'file_copier' at 	line 28: ---Start log---
2013-03-04 16:00:23.727 INFO in 'file_copier' at 	line 73: There are one argument received.
2013-03-04 16:00:23.727 INFO in 'file_copier' at 	line 75: And it is txt object.
2013-03-04 16:00:23.728 INFO in 'file_copier' at 	line 43: Path list from txt: ['/home/russel/DEV/py/catdv_file_copier/input/filename.original.mov', '/home/russel/DEV/py/catdv_file_copier/input/filename1.original.mov', '/home/russel/DEV/py/catdv_file_copier/input/filename2.original.mov']
2013-03-04 16:01:04.183 INFO in 'file_copier' at 	line 24: 


     **************************************************
2013-03-04 16:01:04.183 INFO in 'file_copier' at 	line 26: 2013-03-04 16:01:04.183443
2013-03-04 16:01:04.183 INFO in 'file_copier' at 	line 28: ---Start log---
